block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
1	1	1_3	1	1	1034	1	3282	1421	02	d_sh_retr_cut.wav	8340	9374	11785
1	2	7_3	3	2	884	1	1892	1857	62	s_palat_cut.wav	15688	16572	19581
1	3	4_2	2	2	1146	1	2274	1211	31	t_sl_cut.wav	23874	25020	27113
1	4	3_8	3	1	1292	1	3082	1346	27	s_palat_cut.wav	32220	33512	35604
1	5	5_7	5	2	1262	0	2874	1600	46	s_alv_cut.wav	40492	41754	44107
1	6	6_2	2	2	1307	1	3271	1333	51	t_sl_cut.wav	49405	50712	52764
1	7	2_4	4	2	1245	1	3929	2358	13	s_dent_cut.wav	58721	59966	63105
1	8	2_6	2	1	838	1	2316	2549	15	t_sl_cut.wav	67437	68275	72007
1	9	6_1	1	2	1248	1	2760	2704	50	d_sh_retr_cut.wav	76787	78035	81513
1	10	5_8	5	1	838	1	2873	1861	47	s_alv_cut.wav	86412	87250	90306
1	11	6_4	4	2	1655	1	4089	2675	53	s_dent_cut.wav	96410	98065	101129
1	12	2_7	2	1	668	1	2863	2304	16	t_sl_cut.wav	106011	106679	110340
1	13	8_3	3	1	1287	0	3162	1626	72	s_palat_cut.wav	115519	116806	119155
1	14	1_7	1	1	1208	1	2548	1588	06	d_sh_retr_cut.wav	123722	124930	127331
1	15	4_8	4	1	1517	1	2608	1426	37	s_dent_cut.wav	131960	133477	135418
1	16	3_7	3	1	1731	1	3221	2509	26	s_palat_cut.wav	140662	142393	145212
1	17	1_2	2	2	898	1	3057	1850	01	t_sl_cut.wav	150294	151192	154171
1	18	8_1	1	2	723	1	2097	1933	70	d_sh_retr_cut.wav	158294	159017	162254
1	19	5_3	5	2	1127	0	3569	2140	42	s_alv_cut.wav	167837	168964	171990
1	20	5_4	4	0	0	2	3332	2350	43	s_dent_cut.wav	177342	0	181711
1	21	4_1	1	2	982	1	3050	1968	30	d_sh_retr_cut.wav	186785	187767	190769
1	22	2_3	2	1	785	1	2443	998	12	t_sl_cut.wav	195227	196012	198244
1	23	3_4	3	1	907	1	3788	1584	23	s_palat_cut.wav	204056	204963	207665
1	24	6_5	5	2	711	1	2990	2563	54	s_alv_cut.wav	212681	213392	217284
1	25	8_4	4	1	1602	0	2720	2011	73	s_dent_cut.wav	222029	223631	226084
1	26	3_2	3	1	1223	1	3440	1823	21	s_palat_cut.wav	231549	232772	235389
1	27	4_5	5	2	757	1	2698	1869	34	s_alv_cut.wav	240105	240862	243986
1	28	7_1	1	2	756	1	2301	2175	60	d_sh_retr_cut.wav	248312	249068	252506
1	29	2_8	2	1	788	1	2192	1642	17	t_sl_cut.wav	256719	257507	260382
1	30	4_6	4	1	1098	1	1752	2016	35	s_dent_cut.wav	264154	265252	268187
1	31	3_2	2	2	785	1	2872	1733	21	t_sl_cut.wav	273079	273864	276846
1	32	1_4	1	1	937	1	3015	1124	03	d_sh_retr_cut.wav	281880	282817	285019
1	33	1_5	5	2	838	1	3052	2260	04	s_alv_cut.wav	290095	290933	294369
1	34	3_4	4	1	1698	0	2685	2258	23	s_dent_cut.wav	299079	300777	303362
1	35	5_2	5	1	1518	1	2398	1989	41	s_alv_cut.wav	307787	309305	311805
1	36	1_3	3	2	902	1	2286	1510	02	s_palat_cut.wav	316102	317004	319628
1	37	8_5	5	2	720	1	3043	2168	74	s_alv_cut.wav	324699	325419	328890
1	38	1_4	4	2	1028	1	3164	1982	03	s_dent_cut.wav	334082	335110	338091
1	39	3_1	1	2	688	1	2516	2482	20	d_sh_retr_cut.wav	342626	343314	347125
1	40	3_1	3	1	734	1	3374	2253	20	s_palat_cut.wav	352515	353249	356780
