subj_idx,block,trial,vStims,aStim,resp,rt,fb,iti,feedJitter,vSymbols,aFile,stimOnset,respOnset,feedbackOnset,block_abs
08,1,1,1_3,1,1,0.843,1,3043,1733,02,s_palat_cut.wav,8100,8943,11847,1
08,1,2,7_3,3,2,0.915,1,3332,1333,62,s_dent_cut.wav,17197,18112,20549,1
08,1,3,4_2,2,1,1.29,0,1752,2258,31,s_alv_cut.wav,24329,25619,28621,1
08,1,4,3_8,3,2,1.283,0,3440,1642,27,s_dent_cut.wav,34088,35371,37747,1
08,1,5,5_7,5,1,1.046,1,3271,1850,46,t_sl_cut.wav,43039,44085,46915,1
08,1,6,6_2,2,2,1.2,1,2698,1588,51,s_alv_cut.wav,51639,52839,55240,1
08,1,7,2_4,4,2,1.336,1,2608,1989,13,d_sh_retr_cut.wav,59869,61205,63890,1
08,1,8,2_6,2,2,1.369,0,2874,2482,15,s_alv_cut.wav,68775,70144,73272,1
08,1,9,6_1,1,1,1.265,0,2872,1823,50,s_palat_cut.wav,78160,79425,82017,1
08,1,10,5_8,5,2,1.762,0,3788,1968,47,t_sl_cut.wav,87823,89585,91816,1
08,1,11,6_4,4,2,1.16,1,3221,1346,53,d_sh_retr_cut.wav,97052,98212,100421,1
08,1,12,2_7,2,1,1.184,1,2516,1426,16,s_alv_cut.wav,104951,106135,108412,1
08,1,13,8_3,3,1,1.165,0,2192,2509,72,s_dent_cut.wav,112627,113792,117157,1
08,1,14,1_7,1,2,1.495,0,2398,1857,06,s_palat_cut.wav,121580,123075,125447,1
08,1,15,4_8,4,1,0.806,1,3057,2168,37,d_sh_retr_cut.wav,130524,131330,134719,1
08,1,16,3_7,3,2,1.495,0,3282,2016,26,s_dent_cut.wav,140029,141524,144060,1
08,1,17,1_2,2,1,1.251,0,3164,2011,01,s_alv_cut.wav,149244,150495,153282,1
08,1,18,8_1,1,2,1.409,1,2990,1933,70,s_palat_cut.wav,158297,159706,162271,1
08,1,19,5_3,5,2,0.862,0,3082,2140,42,t_sl_cut.wav,167367,168229,171544,1
08,1,21,4_1,1,2,1.18,1,2097,2260,30,s_palat_cut.wav,186382,187562,190669,1
08,1,22,2_3,2,1,1.076,1,2720,1510,12,s_alv_cut.wav,195414,196490,198950,1
08,1,23,3_4,3,1,1.335,1,3929,2350,23,s_dent_cut.wav,204907,206242,209284,1
08,1,24,6_5,5,2,1.073,1,2301,1982,54,t_sl_cut.wav,213608,214681,217609,1
08,1,25,8_4,4,1,0.635,0,3015,1421,73,d_sh_retr_cut.wav,222643,223278,226079,1
08,1,26,3_2,3,2,1.621,0,2873,1861,21,s_dent_cut.wav,230963,232584,234857,1
08,1,27,4_5,5,1,1.768,0,2274,1211,34,t_sl_cut.wav,239146,240914,242385,1
08,1,28,7_1,1,2,1.061,1,2685,2304,60,s_palat_cut.wav,247095,248156,251442,1
08,1,29,2_8,2,2,1.215,0,2863,1626,17,s_alv_cut.wav,256322,257537,259973,1
08,1,30,4_6,4,1,0.764,1,2548,1124,35,d_sh_retr_cut.wav,264540,265304,267685,1
08,1,31,3_2,2,1,1.209,0,2760,1869,21,s_alv_cut.wav,272468,273677,276359,1
08,1,32,1_4,1,1,0.907,1,2316,2175,03,s_palat_cut.wav,280700,281607,284896,1
08,1,33,1_5,5,1,1.635,0,3052,1584,04,t_sl_cut.wav,289969,291604,293567,1
08,1,34,3_4,4,2,0.81,1,1892,2704,23,d_sh_retr_cut.wav,297485,298295,302207,1
08,1,35,5_2,5,2,1.098,0,3569,998,41,t_sl_cut.wav,307802,308900,310813,1
08,1,36,1_3,3,1,1.778,0,3374,2549,02,s_dent_cut.wav,316211,317989,320773,1
08,1,37,8_5,5,2,1.542,1,2286,2358,74,t_sl_cut.wav,325079,326621,329453,1
08,1,38,1_4,4,2,1.061,1,3050,2675,03,d_sh_retr_cut.wav,334519,335580,339210,1
08,1,39,3_1,1,2,1.781,1,2443,1600,20,s_palat_cut.wav,343672,345453,347291,1
08,1,40,3_1,3,1,1.016,1,3162,2253,20,s_dent_cut.wav,352480,353496,356761,1
08,2,1,8_3,3,1,0.579,0,2863,2253,hc,a_uml.wav,7920,8499,12186,2
08,2,2,1_2,2,2,1.611,1,3929,2175,ab,a_low.wav,18129,19740,22330,2
08,2,3,7_1,1,1,1.326,0,2443,2675,ga,u.wav,26794,28120,31506,2
08,2,4,4_5,5,1,1.555,0,3374,2011,de,i.wav,36899,38454,40922,2
08,2,5,3_2,2,2,1.117,1,3050,2140,cb,a_low.wav,45997,47114,50171,2
08,2,6,1_6,1,1,1.348,1,3282,1421,af,u.wav,55473,56821,58910,2
08,2,7,4_3,4,2,1.567,0,3052,1124,dc,o.wav,63972,65539,67111,2
08,2,8,7_2,2,2,1.636,1,2286,1933,gb,a_low.wav,71420,73056,75369,2
08,2,9,5_8,5,2,1.435,0,1752,2016,eh,i.wav,79135,80570,83185,2
08,2,10,6_3,3,1,1.023,0,3164,2304,fc,a_uml.wav,88369,89392,92700,2
08,2,11,6_2,2,2,1.217,1,3332,2258,fb,a_low.wav,98048,99265,102343,2
08,2,12,3_5,3,1,1.965,1,2274,1426,ce,a_uml.wav,106644,108609,110115,2
08,2,13,1_8,1,1,1.843,1,3440,1733,ah,u.wav,115579,117422,119329,2
08,2,15,4_6,4,2,0.978,0,3271,2482,df,o.wav,133703,134681,138212,2
08,2,16,4_2,2,2,0.888,1,2192,1600,db,a_low.wav,142420,143308,146041,2
08,2,17,5_4,4,2,1.081,1,2398,1626,ed,o.wav,150466,151547,154102,2
08,2,18,2_5,5,2,1.122,1,4089,2549,be,i.wav,160210,161332,164785,2
08,2,19,5_3,3,2,1.256,1,2760,2509,ec,a_uml.wav,169566,170822,174097,2
